device_id,manufacturer,model,device_type,network_capability
649,OnePlus,Model_649,Smartphone,4G
650,Xiaomi,Model_650,Smartphone,4G
651,OnePlus,Model_651,Smartphone,4G
652,Apple,Model_652,Smartphone,5G
653,Samsung,Model_653,Smartphone,4G
654,OnePlus,Model_654,Smartphone,4G
655,OnePlus,Model_655,Smartphone,4G
656,OnePlus,Model_656,Smartphone,5G
657,OnePlus,Model_657,Smartphone,4G
658,Samsung,Model_658,Smartphone,4G
659,OnePlus,Model_659,Smartphone,5G
660,OnePlus,Model_660,Smartphone,5G
661,Apple,Model_661,Smartphone,5G
662,Apple,Model_662,Smartphone,5G
663,Xiaomi,Model_663,Smartphone,5G
664,Apple,Model_664,Smartphone,4G
665,Xiaomi,Model_665,Smartphone,5G
666,OnePlus,Model_666,Smartphone,5G
667,Xiaomi,Model_667,Smartphone,4G
668,OnePlus,Model_668,Smartphone,5G
669,Apple,Model_669,Smartphone,4G
670,OnePlus,Model_670,Smartphone,5G
671,Apple,Model_671,Smartphone,5G
672,Samsung,Model_672,Smartphone,4G
673,OnePlus,Model_673,Smartphone,4G
674,Samsung,Model_674,Smartphone,5G
675,OnePlus,Model_675,Smartphone,5G
676,Apple,Model_676,Smartphone,5G
677,Apple,Model_677,Smartphone,5G
678,Xiaomi,Model_678,Smartphone,4G
679,Samsung,Model_679,Smartphone,5G
680,Samsung,Model_680,Smartphone,5G
681,OnePlus,Model_681,Smartphone,4G
682,Xiaomi,Model_682,Smartphone,4G
683,Apple,Model_683,Smartphone,4G
684,Samsung,Model_684,Smartphone,4G
685,Samsung,Model_685,Smartphone,5G
686,OnePlus,Model_686,Smartphone,5G
687,Xiaomi,Model_687,Smartphone,5G
688,Apple,Model_688,Smartphone,4G
689,OnePlus,Model_689,Smartphone,4G
690,Samsung,Model_690,Smartphone,5G
691,Samsung,Model_691,Smartphone,5G
692,OnePlus,Model_692,Smartphone,4G
693,OnePlus,Model_693,Smartphone,4G
694,OnePlus,Model_694,Smartphone,5G
695,Apple,Model_695,Smartphone,5G
696,Xiaomi,Model_696,Smartphone,4G
697,OnePlus,Model_697,Smartphone,5G
698,Apple,Model_698,Smartphone,5G
699,OnePlus,Model_699,Smartphone,5G
700,Samsung,Model_700,Smartphone,4G
701,Xiaomi,Model_701,Smartphone,4G
702,Samsung,Model_702,Smartphone,5G
703,OnePlus,Model_703,Smartphone,4G
704,Samsung,Model_704,Smartphone,5G
705,Xiaomi,Model_705,Smartphone,4G
706,Samsung,Model_706,Smartphone,5G
707,Apple,Model_707,Smartphone,4G
708,Samsung,Model_708,Smartphone,4G
709,Xiaomi,Model_709,Smartphone,4G
710,Samsung,Model_710,Smartphone,5G
711,Apple,Model_711,Smartphone,4G
712,Samsung,Model_712,Smartphone,5G
713,Samsung,Model_713,Smartphone,4G
714,Apple,Model_714,Smartphone,5G
715,Xiaomi,Model_715,Smartphone,5G
716,Samsung,Model_716,Smartphone,5G
717,Samsung,Model_717,Smartphone,4G
718,OnePlus,Model_718,Smartphone,4G
719,Apple,Model_719,Smartphone,5G
720,Apple,Model_720,Smartphone,5G
721,Samsung,Model_721,Smartphone,4G
722,Samsung,Model_722,Smartphone,4G
723,Xiaomi,Model_723,Smartphone,4G
724,OnePlus,Model_724,Smartphone,5G
725,Xiaomi,Model_725,Smartphone,5G
726,Xiaomi,Model_726,Smartphone,4G
727,Xiaomi,Model_727,Smartphone,5G
728,OnePlus,Model_728,Smartphone,5G
729,Apple,Model_729,Smartphone,5G
730,OnePlus,Model_730,Smartphone,4G
731,OnePlus,Model_731,Smartphone,5G
732,Apple,Model_732,Smartphone,4G
733,Samsung,Model_733,Smartphone,5G
734,OnePlus,Model_734,Smartphone,5G
735,Xiaomi,Model_735,Smartphone,4G
736,OnePlus,Model_736,Smartphone,5G
737,Samsung,Model_737,Smartphone,4G
738,Xiaomi,Model_738,Smartphone,5G
739,OnePlus,Model_739,Smartphone,4G
740,Apple,Model_740,Smartphone,4G
741,Xiaomi,Model_741,Smartphone,4G
742,Apple,Model_742,Smartphone,5G
743,Apple,Model_743,Smartphone,5G
744,OnePlus,Model_744,Smartphone,4G
745,OnePlus,Model_745,Smartphone,5G
746,OnePlus,Model_746,Smartphone,5G
747,OnePlus,Model_747,Smartphone,5G
748,Apple,Model_748,Smartphone,5G
749,Apple,Model_749,Smartphone,4G
750,Xiaomi,Model_750,Smartphone,4G
751,Xiaomi,Model_751,Smartphone,4G
752,OnePlus,Model_752,Smartphone,4G
753,OnePlus,Model_753,Smartphone,4G
754,Xiaomi,Model_754,Smartphone,5G
755,Apple,Model_755,Smartphone,4G
756,Samsung,Model_756,Smartphone,4G
757,OnePlus,Model_757,Smartphone,5G
758,Apple,Model_758,Smartphone,4G
759,Samsung,Model_759,Smartphone,4G
760,Xiaomi,Model_760,Smartphone,5G
761,Apple,Model_761,Smartphone,5G
762,Xiaomi,Model_762,Smartphone,4G
763,Apple,Model_763,Smartphone,5G
764,Samsung,Model_764,Smartphone,5G
765,OnePlus,Model_765,Smartphone,5G
766,OnePlus,Model_766,Smartphone,5G
767,Xiaomi,Model_767,Smartphone,5G
768,OnePlus,Model_768,Smartphone,4G
769,Apple,Model_769,Smartphone,5G
770,Apple,Model_770,Smartphone,5G
771,Xiaomi,Model_771,Smartphone,5G
772,Xiaomi,Model_772,Smartphone,5G
773,OnePlus,Model_773,Smartphone,4G
774,OnePlus,Model_774,Smartphone,4G
775,OnePlus,Model_775,Smartphone,4G
776,Xiaomi,Model_776,Smartphone,5G
777,Xiaomi,Model_777,Smartphone,4G
778,Apple,Model_778,Smartphone,5G
779,Xiaomi,Model_779,Smartphone,5G
780,Xiaomi,Model_780,Smartphone,4G
781,Samsung,Model_781,Smartphone,4G
782,Apple,Model_782,Smartphone,5G
783,Apple,Model_783,Smartphone,4G
784,Apple,Model_784,Smartphone,4G
785,Xiaomi,Model_785,Smartphone,4G
786,Xiaomi,Model_786,Smartphone,4G
787,Xiaomi,Model_787,Smartphone,5G
788,Xiaomi,Model_788,Smartphone,5G
789,Xiaomi,Model_789,Smartphone,4G
790,OnePlus,Model_790,Smartphone,4G
791,Apple,Model_791,Smartphone,5G
792,Samsung,Model_792,Smartphone,5G
793,OnePlus,Model_793,Smartphone,5G
794,Samsung,Model_794,Smartphone,5G
795,Samsung,Model_795,Smartphone,5G
796,Xiaomi,Model_796,Smartphone,5G
797,Samsung,Model_797,Smartphone,5G
798,OnePlus,Model_798,Smartphone,5G
799,Samsung,Model_799,Smartphone,5G
800,OnePlus,Model_800,Smartphone,5G
801,Samsung,Model_801,Smartphone,5G
802,OnePlus,Model_802,Smartphone,4G
803,Samsung,Model_803,Smartphone,5G
804,Samsung,Model_804,Smartphone,5G
805,Samsung,Model_805,Smartphone,4G
806,OnePlus,Model_806,Smartphone,5G
807,Xiaomi,Model_807,Smartphone,4G
808,Xiaomi,Model_808,Smartphone,4G
809,Samsung,Model_809,Smartphone,4G
810,Xiaomi,Model_810,Smartphone,4G
811,Samsung,Model_811,Smartphone,4G
812,OnePlus,Model_812,Smartphone,4G
813,Xiaomi,Model_813,Smartphone,4G
814,Samsung,Model_814,Smartphone,4G
815,Apple,Model_815,Smartphone,5G
816,Samsung,Model_816,Smartphone,5G
817,Xiaomi,Model_817,Smartphone,5G
818,Xiaomi,Model_818,Smartphone,4G
819,Apple,Model_819,Smartphone,4G
820,Xiaomi,Model_820,Smartphone,5G
821,Samsung,Model_821,Smartphone,4G
822,Xiaomi,Model_822,Smartphone,5G
823,Apple,Model_823,Smartphone,4G
824,OnePlus,Model_824,Smartphone,5G
825,Xiaomi,Model_825,Smartphone,5G
826,OnePlus,Model_826,Smartphone,4G
827,Apple,Model_827,Smartphone,4G
828,OnePlus,Model_828,Smartphone,4G
829,Xiaomi,Model_829,Smartphone,5G
830,OnePlus,Model_830,Smartphone,5G
831,Apple,Model_831,Smartphone,5G
832,Apple,Model_832,Smartphone,5G
833,Samsung,Model_833,Smartphone,5G
834,Apple,Model_834,Smartphone,4G
835,OnePlus,Model_835,Smartphone,5G
836,OnePlus,Model_836,Smartphone,4G
837,Apple,Model_837,Smartphone,5G
838,Xiaomi,Model_838,Smartphone,4G
839,Apple,Model_839,Smartphone,5G
840,Apple,Model_840,Smartphone,5G
841,Samsung,Model_841,Smartphone,4G
842,Xiaomi,Model_842,Smartphone,5G
843,Xiaomi,Model_843,Smartphone,4G
844,OnePlus,Model_844,Smartphone,4G
845,Samsung,Model_845,Smartphone,4G
846,Samsung,Model_846,Smartphone,5G
847,Samsung,Model_847,Smartphone,4G
848,Samsung,Model_848,Smartphone,5G
849,Apple,Model_849,Smartphone,4G
850,Apple,Model_850,Smartphone,5G
851,OnePlus,Model_851,Smartphone,5G
852,Samsung,Model_852,Smartphone,4G
853,OnePlus,Model_853,Smartphone,4G
854,Xiaomi,Model_854,Smartphone,4G
855,Xiaomi,Model_855,Smartphone,5G
856,Apple,Model_856,Smartphone,5G
857,Apple,Model_857,Smartphone,5G
858,OnePlus,Model_858,Smartphone,5G
859,Apple,Model_859,Smartphone,4G
860,OnePlus,Model_860,Smartphone,4G
861,OnePlus,Model_861,Smartphone,4G
862,OnePlus,Model_862,Smartphone,5G
863,Apple,Model_863,Smartphone,4G
864,Samsung,Model_864,Smartphone,5G
865,Samsung,Model_865,Smartphone,5G
866,Apple,Model_866,Smartphone,4G
867,Samsung,Model_867,Smartphone,4G
868,Xiaomi,Model_868,Smartphone,4G
869,Xiaomi,Model_869,Smartphone,4G
870,Apple,Model_870,Smartphone,5G
871,Xiaomi,Model_871,Smartphone,5G
872,Xiaomi,Model_872,Smartphone,4G
873,OnePlus,Model_873,Smartphone,4G
874,OnePlus,Model_874,Smartphone,5G
875,Xiaomi,Model_875,Smartphone,5G
876,Xiaomi,Model_876,Smartphone,4G
877,OnePlus,Model_877,Smartphone,4G
878,Apple,Model_878,Smartphone,4G
879,Samsung,Model_879,Smartphone,4G
880,Samsung,Model_880,Smartphone,4G
881,Apple,Model_881,Smartphone,4G
882,Samsung,Model_882,Smartphone,4G
883,OnePlus,Model_883,Smartphone,4G
884,Apple,Model_884,Smartphone,5G
885,Samsung,Model_885,Smartphone,4G
886,Xiaomi,Model_886,Smartphone,4G
887,Xiaomi,Model_887,Smartphone,4G
888,Xiaomi,Model_888,Smartphone,4G
889,Xiaomi,Model_889,Smartphone,4G
890,Apple,Model_890,Smartphone,4G
891,Samsung,Model_891,Smartphone,5G
892,OnePlus,Model_892,Smartphone,5G
893,Apple,Model_893,Smartphone,5G
894,OnePlus,Model_894,Smartphone,5G
895,Apple,Model_895,Smartphone,5G
896,OnePlus,Model_896,Smartphone,5G
897,Xiaomi,Model_897,Smartphone,4G
898,OnePlus,Model_898,Smartphone,5G
899,Xiaomi,Model_899,Smartphone,4G
900,Xiaomi,Model_900,Smartphone,5G
901,OnePlus,Model_901,Smartphone,4G
902,Xiaomi,Model_902,Smartphone,4G
903,Samsung,Model_903,Smartphone,4G
904,Apple,Model_904,Smartphone,5G
905,Xiaomi,Model_905,Smartphone,5G
906,Apple,Model_906,Smartphone,5G
907,Samsung,Model_907,Smartphone,5G
908,Apple,Model_908,Smartphone,5G
909,Samsung,Model_909,Smartphone,4G
910,OnePlus,Model_910,Smartphone,4G
911,Apple,Model_911,Smartphone,5G
912,Apple,Model_912,Smartphone,4G
913,Samsung,Model_913,Smartphone,4G
914,Apple,Model_914,Smartphone,5G
915,Samsung,Model_915,Smartphone,4G
916,Xiaomi,Model_916,Smartphone,4G
917,Xiaomi,Model_917,Smartphone,4G
918,Apple,Model_918,Smartphone,5G
919,Xiaomi,Model_919,Smartphone,5G
920,Samsung,Model_920,Smartphone,4G
921,Xiaomi,Model_921,Smartphone,5G
922,OnePlus,Model_922,Smartphone,4G
923,Apple,Model_923,Smartphone,4G
924,OnePlus,Model_924,Smartphone,4G
925,Xiaomi,Model_925,Smartphone,5G
926,Apple,Model_926,Smartphone,4G
927,Samsung,Model_927,Smartphone,5G
928,Xiaomi,Model_928,Smartphone,4G
929,Xiaomi,Model_929,Smartphone,4G
930,Xiaomi,Model_930,Smartphone,5G
931,OnePlus,Model_931,Smartphone,4G
932,OnePlus,Model_932,Smartphone,4G
933,Apple,Model_933,Smartphone,5G
934,Xiaomi,Model_934,Smartphone,4G
935,Apple,Model_935,Smartphone,4G
936,Apple,Model_936,Smartphone,5G
937,Apple,Model_937,Smartphone,4G
938,Samsung,Model_938,Smartphone,5G
939,Xiaomi,Model_939,Smartphone,4G
940,Xiaomi,Model_940,Smartphone,5G
941,Xiaomi,Model_941,Smartphone,5G
942,OnePlus,Model_942,Smartphone,4G
943,Xiaomi,Model_943,Smartphone,5G
944,Xiaomi,Model_944,Smartphone,4G
945,Apple,Model_945,Smartphone,5G
946,Xiaomi,Model_946,Smartphone,4G
947,Apple,Model_947,Smartphone,4G
948,OnePlus,Model_948,Smartphone,4G
949,Apple,Model_949,Smartphone,4G
950,Apple,Model_950,Smartphone,5G
951,Apple,Model_951,Smartphone,5G
952,Xiaomi,Model_952,Smartphone,4G
953,OnePlus,Model_953,Smartphone,4G
954,Xiaomi,Model_954,Smartphone,4G
955,Apple,Model_955,Smartphone,5G
956,Apple,Model_956,Smartphone,4G
957,Apple,Model_957,Smartphone,5G
958,Apple,Model_958,Smartphone,4G
959,OnePlus,Model_959,Smartphone,5G
960,Samsung,Model_960,Smartphone,5G
961,OnePlus,Model_961,Smartphone,5G
962,OnePlus,Model_962,Smartphone,5G
963,Apple,Model_963,Smartphone,4G
964,OnePlus,Model_964,Smartphone,4G
965,OnePlus,Model_965,Smartphone,4G
966,OnePlus,Model_966,Smartphone,4G
967,OnePlus,Model_967,Smartphone,5G
968,Xiaomi,Model_968,Smartphone,4G
969,Apple,Model_969,Smartphone,5G
970,Samsung,Model_970,Smartphone,5G
971,OnePlus,Model_971,Smartphone,4G
972,OnePlus,Model_972,Smartphone,4G
973,Samsung,Model_973,Smartphone,4G
974,Samsung,Model_974,Smartphone,4G
975,OnePlus,Model_975,Smartphone,4G
976,Samsung,Model_976,Smartphone,5G
977,OnePlus,Model_977,Smartphone,5G
978,Xiaomi,Model_978,Smartphone,5G
979,Xiaomi,Model_979,Smartphone,4G
980,Samsung,Model_980,Smartphone,5G
981,Samsung,Model_981,Smartphone,4G
982,Samsung,Model_982,Smartphone,4G
983,Xiaomi,Model_983,Smartphone,5G
984,Xiaomi,Model_984,Smartphone,4G
985,OnePlus,Model_985,Smartphone,5G
986,Xiaomi,Model_986,Smartphone,4G
987,Apple,Model_987,Smartphone,4G
988,OnePlus,Model_988,Smartphone,4G
989,Apple,Model_989,Smartphone,4G
990,OnePlus,Model_990,Smartphone,5G
991,OnePlus,Model_991,Smartphone,4G
992,Xiaomi,Model_992,Smartphone,4G
993,OnePlus,Model_993,Smartphone,5G
994,Samsung,Model_994,Smartphone,4G
995,OnePlus,Model_995,Smartphone,5G
996,Xiaomi,Model_996,Smartphone,4G
997,OnePlus,Model_997,Smartphone,5G
998,Samsung,Model_998,Smartphone,4G
999,Xiaomi,Model_999,Smartphone,5G
1000,Apple,Model_1000,Smartphone,4G
1001,Samsung,Model_1001,Smartphone,5G
1002,Samsung,Model_1002,Smartphone,5G
1003,Samsung,Model_1003,Smartphone,5G
1004,Samsung,Model_1004,Smartphone,4G
1005,Xiaomi,Model_1005,Smartphone,4G
1006,Apple,Model_1006,Smartphone,4G
1007,Apple,Model_1007,Smartphone,4G
1008,Apple,Model_1008,Smartphone,4G
1009,Apple,Model_1009,Smartphone,4G
1010,Samsung,Model_1010,Smartphone,5G
1011,Samsung,Model_1011,Smartphone,5G
1012,Samsung,Model_1012,Smartphone,5G
1013,Apple,Model_1013,Smartphone,4G
1014,OnePlus,Model_1014,Smartphone,5G
1015,Xiaomi,Model_1015,Smartphone,4G
1016,Xiaomi,Model_1016,Smartphone,5G
1017,Samsung,Model_1017,Smartphone,4G
1018,Xiaomi,Model_1018,Smartphone,5G
1019,Samsung,Model_1019,Smartphone,4G
1020,Apple,Model_1020,Smartphone,5G
1021,Xiaomi,Model_1021,Smartphone,4G
1022,Xiaomi,Model_1022,Smartphone,4G
1023,OnePlus,Model_1023,Smartphone,5G
1024,Xiaomi,Model_1024,Smartphone,5G
1025,Apple,Model_1025,Smartphone,5G
1026,OnePlus,Model_1026,Smartphone,5G
1027,Samsung,Model_1027,Smartphone,4G
1028,OnePlus,Model_1028,Smartphone,5G
1029,OnePlus,Model_1029,Smartphone,4G
1030,Xiaomi,Model_1030,Smartphone,5G
1031,Samsung,Model_1031,Smartphone,5G
1032,OnePlus,Model_1032,Smartphone,4G
1033,Apple,Model_1033,Smartphone,4G
1034,Samsung,Model_1034,Smartphone,5G
1035,Samsung,Model_1035,Smartphone,5G
1036,Apple,Model_1036,Smartphone,5G
1037,OnePlus,Model_1037,Smartphone,4G
1038,Samsung,Model_1038,Smartphone,4G
1039,Apple,Model_1039,Smartphone,4G
1040,Xiaomi,Model_1040,Smartphone,4G
1041,Apple,Model_1041,Smartphone,4G
1042,Samsung,Model_1042,Smartphone,5G
1043,Samsung,Model_1043,Smartphone,5G
1044,Xiaomi,Model_1044,Smartphone,4G
1045,Samsung,Model_1045,Smartphone,4G
1046,Xiaomi,Model_1046,Smartphone,4G
1047,Xiaomi,Model_1047,Smartphone,5G
1048,Xiaomi,Model_1048,Smartphone,5G
1049,Xiaomi,Model_1049,Smartphone,4G
1050,Apple,Model_1050,Smartphone,5G
1051,Xiaomi,Model_1051,Smartphone,5G
1052,Xiaomi,Model_1052,Smartphone,4G
1053,Apple,Model_1053,Smartphone,4G
1054,OnePlus,Model_1054,Smartphone,5G
1055,OnePlus,Model_1055,Smartphone,5G
1056,Apple,Model_1056,Smartphone,5G
1057,OnePlus,Model_1057,Smartphone,4G
1058,OnePlus,Model_1058,Smartphone,4G
1059,Samsung,Model_1059,Smartphone,4G
1060,OnePlus,Model_1060,Smartphone,4G
1061,Apple,Model_1061,Smartphone,5G
1062,Samsung,Model_1062,Smartphone,4G
1063,Apple,Model_1063,Smartphone,5G
1064,Samsung,Model_1064,Smartphone,5G
1065,Samsung,Model_1065,Smartphone,5G
1066,Samsung,Model_1066,Smartphone,4G
1067,Apple,Model_1067,Smartphone,5G
1068,Samsung,Model_1068,Smartphone,5G
1069,OnePlus,Model_1069,Smartphone,5G
1070,Xiaomi,Model_1070,Smartphone,5G
1071,OnePlus,Model_1071,Smartphone,4G
1072,Xiaomi,Model_1072,Smartphone,4G
1073,Apple,Model_1073,Smartphone,4G
1074,Samsung,Model_1074,Smartphone,4G
1075,Xiaomi,Model_1075,Smartphone,4G
1076,OnePlus,Model_1076,Smartphone,4G
1077,Xiaomi,Model_1077,Smartphone,5G
1078,Samsung,Model_1078,Smartphone,4G
1079,Apple,Model_1079,Smartphone,5G
1080,Xiaomi,Model_1080,Smartphone,4G
1081,Xiaomi,Model_1081,Smartphone,4G
1082,OnePlus,Model_1082,Smartphone,4G
1083,Apple,Model_1083,Smartphone,4G
1084,OnePlus,Model_1084,Smartphone,4G
1085,OnePlus,Model_1085,Smartphone,4G
1086,Samsung,Model_1086,Smartphone,4G
1087,OnePlus,Model_1087,Smartphone,5G
1088,OnePlus,Model_1088,Smartphone,4G
1089,OnePlus,Model_1089,Smartphone,4G
1090,Apple,Model_1090,Smartphone,4G
1091,Xiaomi,Model_1091,Smartphone,4G
1092,Xiaomi,Model_1092,Smartphone,5G
1093,Samsung,Model_1093,Smartphone,4G
1094,Apple,Model_1094,Smartphone,5G
1095,Xiaomi,Model_1095,Smartphone,5G
1096,OnePlus,Model_1096,Smartphone,5G
1097,Samsung,Model_1097,Smartphone,4G
1098,Apple,Model_1098,Smartphone,5G
1099,Apple,Model_1099,Smartphone,4G
1100,Samsung,Model_1100,Smartphone,4G
1101,Samsung,Model_1101,Smartphone,4G
1102,Samsung,Model_1102,Smartphone,5G
1103,Samsung,Model_1103,Smartphone,4G
1104,OnePlus,Model_1104,Smartphone,4G
1105,Samsung,Model_1105,Smartphone,4G
1106,OnePlus,Model_1106,Smartphone,5G
1107,Apple,Model_1107,Smartphone,5G
1108,Xiaomi,Model_1108,Smartphone,5G
1109,Xiaomi,Model_1109,Smartphone,5G
1110,Xiaomi,Model_1110,Smartphone,4G
1111,Apple,Model_1111,Smartphone,4G
1112,Xiaomi,Model_1112,Smartphone,5G
1113,Apple,Model_1113,Smartphone,4G
1114,Samsung,Model_1114,Smartphone,4G
1115,Xiaomi,Model_1115,Smartphone,4G
1116,Xiaomi,Model_1116,Smartphone,5G
1117,OnePlus,Model_1117,Smartphone,5G
1118,OnePlus,Model_1118,Smartphone,5G
1119,OnePlus,Model_1119,Smartphone,4G
1120,OnePlus,Model_1120,Smartphone,4G
1121,Apple,Model_1121,Smartphone,5G
1122,Samsung,Model_1122,Smartphone,4G
1123,Apple,Model_1123,Smartphone,4G
1124,Apple,Model_1124,Smartphone,4G
1125,OnePlus,Model_1125,Smartphone,5G
1126,Xiaomi,Model_1126,Smartphone,5G
1127,Apple,Model_1127,Smartphone,5G
1128,Apple,Model_1128,Smartphone,5G
1129,OnePlus,Model_1129,Smartphone,4G
1130,Samsung,Model_1130,Smartphone,5G
1131,Samsung,Model_1131,Smartphone,4G
1132,Xiaomi,Model_1132,Smartphone,4G
1133,Samsung,Model_1133,Smartphone,5G
1134,Samsung,Model_1134,Smartphone,4G
1135,Samsung,Model_1135,Smartphone,4G
1136,OnePlus,Model_1136,Smartphone,5G
1137,Apple,Model_1137,Smartphone,5G
1138,Apple,Model_1138,Smartphone,4G
1139,Xiaomi,Model_1139,Smartphone,4G
1140,Samsung,Model_1140,Smartphone,5G
1141,Apple,Model_1141,Smartphone,4G
1142,Samsung,Model_1142,Smartphone,4G
1143,Xiaomi,Model_1143,Smartphone,5G
1144,Xiaomi,Model_1144,Smartphone,4G
1145,Samsung,Model_1145,Smartphone,4G
1146,Samsung,Model_1146,Smartphone,4G
1147,Apple,Model_1147,Smartphone,4G
1148,OnePlus,Model_1148,Smartphone,4G
1149,OnePlus,Model_1149,Smartphone,4G
1150,OnePlus,Model_1150,Smartphone,4G
1151,Samsung,Model_1151,Smartphone,5G
1152,Apple,Model_1152,Smartphone,4G
1153,Xiaomi,Model_1153,Smartphone,4G
1154,Apple,Model_1154,Smartphone,4G
1155,Samsung,Model_1155,Smartphone,4G
1156,Apple,Model_1156,Smartphone,4G
1157,OnePlus,Model_1157,Smartphone,4G
1158,OnePlus,Model_1158,Smartphone,4G
1159,Apple,Model_1159,Smartphone,4G
1160,Xiaomi,Model_1160,Smartphone,4G
1161,Apple,Model_1161,Smartphone,5G
1162,Apple,Model_1162,Smartphone,4G
1163,Samsung,Model_1163,Smartphone,4G
1164,OnePlus,Model_1164,Smartphone,5G
1165,Apple,Model_1165,Smartphone,4G
1166,Apple,Model_1166,Smartphone,5G
1167,Xiaomi,Model_1167,Smartphone,4G
1168,Samsung,Model_1168,Smartphone,4G
1169,Apple,Model_1169,Smartphone,4G
1170,Samsung,Model_1170,Smartphone,5G
1171,Xiaomi,Model_1171,Smartphone,5G
1172,Apple,Model_1172,Smartphone,4G
1173,Xiaomi,Model_1173,Smartphone,4G
1174,Apple,Model_1174,Smartphone,5G
1175,OnePlus,Model_1175,Smartphone,4G
1176,OnePlus,Model_1176,Smartphone,5G
1177,OnePlus,Model_1177,Smartphone,4G
1178,Apple,Model_1178,Smartphone,4G
1179,Apple,Model_1179,Smartphone,4G
1180,Xiaomi,Model_1180,Smartphone,4G
1181,Xiaomi,Model_1181,Smartphone,4G
1182,OnePlus,Model_1182,Smartphone,5G
1183,OnePlus,Model_1183,Smartphone,4G
1184,Xiaomi,Model_1184,Smartphone,5G
1185,Samsung,Model_1185,Smartphone,5G
1186,Apple,Model_1186,Smartphone,4G
1187,Xiaomi,Model_1187,Smartphone,4G
1188,Xiaomi,Model_1188,Smartphone,5G
1189,Samsung,Model_1189,Smartphone,4G
1190,Samsung,Model_1190,Smartphone,4G
1191,OnePlus,Model_1191,Smartphone,5G
1192,Xiaomi,Model_1192,Smartphone,5G
1193,Apple,Model_1193,Smartphone,5G
1194,Samsung,Model_1194,Smartphone,5G
1195,Xiaomi,Model_1195,Smartphone,5G
1196,Xiaomi,Model_1196,Smartphone,5G
1197,Xiaomi,Model_1197,Smartphone,5G
1198,OnePlus,Model_1198,Smartphone,5G
1199,Xiaomi,Model_1199,Smartphone,4G
1200,OnePlus,Model_1200,Smartphone,4G
1201,Apple,Model_1201,Smartphone,4G
1202,OnePlus,Model_1202,Smartphone,4G
1203,OnePlus,Model_1203,Smartphone,4G
1204,Xiaomi,Model_1204,Smartphone,5G
1205,Samsung,Model_1205,Smartphone,5G
1206,OnePlus,Model_1206,Smartphone,5G
1207,Samsung,Model_1207,Smartphone,5G
1208,Xiaomi,Model_1208,Smartphone,5G
1209,Apple,Model_1209,Smartphone,4G
1210,Samsung,Model_1210,Smartphone,5G
1211,Apple,Model_1211,Smartphone,4G
1212,Xiaomi,Model_1212,Smartphone,4G
1213,OnePlus,Model_1213,Smartphone,4G
1214,OnePlus,Model_1214,Smartphone,4G
1215,Samsung,Model_1215,Smartphone,5G
1216,OnePlus,Model_1216,Smartphone,5G
1217,Xiaomi,Model_1217,Smartphone,4G
1218,Apple,Model_1218,Smartphone,4G
1219,OnePlus,Model_1219,Smartphone,5G
1220,OnePlus,Model_1220,Smartphone,5G
1221,Samsung,Model_1221,Smartphone,5G
1222,Xiaomi,Model_1222,Smartphone,4G
1223,OnePlus,Model_1223,Smartphone,4G
1224,OnePlus,Model_1224,Smartphone,4G
1225,Xiaomi,Model_1225,Smartphone,5G
1226,OnePlus,Model_1226,Smartphone,5G
1227,Samsung,Model_1227,Smartphone,5G
1228,Samsung,Model_1228,Smartphone,5G
1229,Apple,Model_1229,Smartphone,4G
1230,Samsung,Model_1230,Smartphone,4G
1231,Apple,Model_1231,Smartphone,5G
1232,Xiaomi,Model_1232,Smartphone,4G
1233,Samsung,Model_1233,Smartphone,4G
1234,OnePlus,Model_1234,Smartphone,5G
1235,OnePlus,Model_1235,Smartphone,5G
1236,Xiaomi,Model_1236,Smartphone,4G
1237,Xiaomi,Model_1237,Smartphone,4G
1238,Samsung,Model_1238,Smartphone,5G
1239,Samsung,Model_1239,Smartphone,5G
1240,Apple,Model_1240,Smartphone,4G
1241,Samsung,Model_1241,Smartphone,4G
1242,Samsung,Model_1242,Smartphone,4G
1243,Apple,Model_1243,Smartphone,4G
1244,Apple,Model_1244,Smartphone,5G
1245,Xiaomi,Model_1245,Smartphone,4G
1246,Xiaomi,Model_1246,Smartphone,5G
1247,Apple,Model_1247,Smartphone,5G
1248,Xiaomi,Model_1248,Smartphone,4G
1249,OnePlus,Model_1249,Smartphone,5G
1250,Xiaomi,Model_1250,Smartphone,5G
1251,Samsung,Model_1251,Smartphone,4G
1252,OnePlus,Model_1252,Smartphone,4G
1253,OnePlus,Model_1253,Smartphone,4G
1254,Xiaomi,Model_1254,Smartphone,4G
1255,Apple,Model_1255,Smartphone,4G
1256,Samsung,Model_1256,Smartphone,4G
1257,Xiaomi,Model_1257,Smartphone,4G
1258,Samsung,Model_1258,Smartphone,5G
1259,OnePlus,Model_1259,Smartphone,5G
1260,Xiaomi,Model_1260,Smartphone,4G
1261,Xiaomi,Model_1261,Smartphone,4G
1262,Apple,Model_1262,Smartphone,5G
1263,Xiaomi,Model_1263,Smartphone,5G
1264,Apple,Model_1264,Smartphone,5G
1265,Samsung,Model_1265,Smartphone,4G
1266,Apple,Model_1266,Smartphone,4G
1267,Xiaomi,Model_1267,Smartphone,4G
